nome,nome,votos
MARYSTELLA DA SILVA GOMES PIMENTA,MARYSTELLA DA SILVA GOMES PIMENTA,82
GERALDO LOURIVAL LIBORIO,GERALDO LOURIVAL LIBORIO,1905
VICTOR ALBERNAZ MAGALHÃES,VICTOR ALBERNAZ MAGALHÃES,381
REGINA CÉLIA DOS SANTOS CAVALCANTE DO NASCIMENTO,REGINA CÉLIA DOS SANTOS CAVALCANTE DO NASCIMENTO,528
DAVID PEREIRA CORREA,DAVID PEREIRA CORREA,2138
RAFAEL ARCENIO DOS SANTOS,RAFAEL ARCENIO DOS SANTOS,143
ANTONIO LUIZ GARCIA ELOY,ANTONIO LUIZ GARCIA ELOY,607
JOHN LEMOS FORMAN,JOHN LEMOS FORMAN,1503
MARCELO ZATURANSKY NOGUEIRA ITAGIBA,MARCELO ZATURANSKY NOGUEIRA ITAGIBA,16623
MARIA DE FATIMA BORGES RIBEIRO,MARIA DE FATIMA BORGES RIBEIRO,330
SILVANA DA COSTA PEREIRA,SILVANA DA COSTA PEREIRA,462
MARINEIDA DOS SANTOS ROCHA,MARINEIDA DOS SANTOS ROCHA,433
PEDRO MERCANTE SOUTO,PEDRO MERCANTE SOUTO,672
JOÃO CARLOS LUIZ VAZ MARQUES LEZÍRIA,JOÃO CARLOS LUIZ VAZ MARQUES LEZÍRIA,3483
MARIANGELA DIAS VALVIESSE DE OLIVEIRA,MARIANGELA DIAS VALVIESSE DE OLIVEIRA,7036
MARCELO VERLY DE LEMOS,MARCELO VERLY DE LEMOS,4792
MARIO MOZART MARTINS NOBREGA,MARIO MOZART MARTINS NOBREGA,416
PAULO JULIO DOS SANTOS,PAULO JULIO DOS SANTOS,527
RICARDO XAVIER VIDAL,RICARDO XAVIER VIDAL,225
THIAGO DA SILVA OLIVEIRA,THIAGO DA SILVA OLIVEIRA,1369
MARIA DE FATIMA SALES,MARIA DE FATIMA SALES,378
RAMON PEDRO DE MELLO,RAMON PEDRO DE MELLO,2924
RODRIGO SOBROSA MEZZOMO,RODRIGO SOBROSA MEZZOMO,10506
ANDREIA ALMEIDA ZITO DOS SANTOS,ANDREIA ALMEIDA ZITO DOS SANTOS,34287
ANA CÉLIA RODRIGUES,ANA CÉLIA RODRIGUES,0
CARLOS ALBERTO MAIA DA SILVA,CARLOS ALBERTO MAIA DA SILVA,368
CELSO SILVA DE CARVALHO,CELSO SILVA DE CARVALHO,1214
ERWIN PETER BENIRSCHKE,ERWIN PETER BENIRSCHKE,688
FLÁVIO LUIZ DE SOUZA,FLÁVIO LUIZ DE SOUZA,401
HERNANI PEREIRA DA COSTA,HERNANI PEREIRA DA COSTA,539
JACKSON LIMA SIPAUBA,JACKSON LIMA SIPAUBA,227
JOEL SOUZA COSTA,JOEL SOUZA COSTA,626
LEONARDO BARBOSA CAVALCANTE,LEONARDO BARBOSA CAVALCANTE,1385
MACIEL COSME DA SILVA,MACIEL COSME DA SILVA,1059
MARIA JOSE BERNARDES,MARIA JOSE BERNARDES,260
PABLO KOHLBACH LORETTI,PABLO KOHLBACH LORETTI,1173
SAVÉRIO LA RUINA,SAVÉRIO LA RUINA,0
STEPAN NERCESSIAN,STEPAN NERCESSIAN,24329
WANDERSON DA CONCEIÇÃO NOGUEIRA,WANDERSON DA CONCEIÇÃO NOGUEIRA,1097
ALEXANDRINA LOPES DE ALMEIDA FALCÃO,ALEXANDRINA LOPES DE ALMEIDA FALCÃO,2913
CELSO SANTOS LEAL,CELSO SANTOS LEAL,522
CINIRA GABRIELA DA SILVA CORREIA MOYSÉS,CINIRA GABRIELA DA SILVA CORREIA MOYSÉS,43
CLÁUDIO ROGERIO DA SILVA OLIVEIRA,CLÁUDIO ROGERIO DA SILVA OLIVEIRA,3822
CRISTIANO GONÇALVES,CRISTIANO GONÇALVES,613
CÉSAR LOPES MEDEIROS,CÉSAR LOPES MEDEIROS,0
DENISE MARÇAL DOS SANTOS,DENISE MARÇAL DOS SANTOS,1817
ELAINE MOURA,ELAINE MOURA,1011
ELISANGELA ESCALEIRA GOMES,ELISANGELA ESCALEIRA GOMES,655
FRANCIANA MACHADO DOMINGOS COELHO,FRANCIANA MACHADO DOMINGOS COELHO,0
HEITOR DURVILLE PORTO,HEITOR DURVILLE PORTO,0
JAIRO COELHO DE ALMEIDA,JAIRO COELHO DE ALMEIDA,556
JOSÉ ALBERTO DA SILVA MOURA,JOSÉ ALBERTO DA SILVA MOURA,5381
MANOEL CAVALCANTE FERREIRA,MANOEL CAVALCANTE FERREIRA,1323
MARCO ANTONIO DOS SANTOS FARINHA,MARCO ANTONIO DOS SANTOS FARINHA,1979
MARILENA PINTO RODRIGUES,MARILENA PINTO RODRIGUES,2885
NILSON BARRETO MENDONÇA,NILSON BARRETO MENDONÇA,0
PAULO ROBERTO DE JESUS COUTO,PAULO ROBERTO DE JESUS COUTO,0
RONALDO HILÁRIO DA SILVA,RONALDO HILÁRIO DA SILVA,0
ROSA MARIA FERREIRA DE MOURA,ROSA MARIA FERREIRA DE MOURA,816
RUBENS FERNANDES,RUBENS FERNANDES,0
SIDCLEI BARBALHO DE SOUZA,SIDCLEI BARBALHO DE SOUZA,0
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,53166
ROSANIA BAPTISTA DE AZEVEDO MELLO,ROSANIA BAPTISTA DE AZEVEDO MELLO,143
THIAGO FELIPE PONCIANO SOARES,THIAGO FELIPE PONCIANO SOARES,4349
CLAUDIO ROCHA DE SOUZA,CLAUDIO ROCHA DE SOUZA,4057
FLÁVIA MARIA DA SILVA,FLÁVIA MARIA DA SILVA,646
FÁBIO VALTER DE SOUZA ALMEIDA,FÁBIO VALTER DE SOUZA ALMEIDA,213
JHONATAS MAURÍCIO DA SILVA RAMALHO,JHONATAS MAURÍCIO DA SILVA RAMALHO,522
JORGE OLIVEIRA COSTA,JORGE OLIVEIRA COSTA,5663
JULIO DA SILVA GONÇALVES OLIVEIRA,JULIO DA SILVA GONÇALVES OLIVEIRA,8962
LUIZ DA SILVA MACHADO,LUIZ DA SILVA MACHADO,6454
MARCOS FERREIRA DOS SANTOS JARON,MARCOS FERREIRA DOS SANTOS JARON,2500
MARISTELA PEPE GONZAGA ALBERTINI,MARISTELA PEPE GONZAGA ALBERTINI,299
RENATO PESSANHA DUTRA,RENATO PESSANHA DUTRA,1245
ROSALI RODRIGUES DA CONCEIÇÃO,ROSALI RODRIGUES DA CONCEIÇÃO,573
MARIA DAS GRAÇAS GOMES DE SOUZA,MARIA DAS GRAÇAS GOMES DE SOUZA,381
MARIA TEREZA MIRANDA CHAGAS DE SOUZA,MARIA TEREZA MIRANDA CHAGAS DE SOUZA,281
ANTONIO MARCOS DA SILVA,ANTONIO MARCOS DA SILVA,0
ALEXANDRA BEZERRA LEITE GARCIA,ALEXANDRA BEZERRA LEITE GARCIA,649
BRUNO ENRICO DE OLIVEIRA PINHEIRO,BRUNO ENRICO DE OLIVEIRA PINHEIRO,6310
ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,27913
LUZINETE SILVA DE SOUZA,LUZINETE SILVA DE SOUZA,20
ADEILDO PEREIRA DOS SANTOS FILHO,ADEILDO PEREIRA DOS SANTOS FILHO,1354
ADEMIRA NOGUEIRA MOREIRA,ADEMIRA NOGUEIRA MOREIRA,141
ADRIANA PORTO JANNUZZI FONSECA,ADRIANA PORTO JANNUZZI FONSECA,658
CARLOS CESAR DE PAULA,CARLOS CESAR DE PAULA,0
CRISTIANO DE MATTOS MALAPHAIA,CRISTIANO DE MATTOS MALAPHAIA,3461
FÁBIO DE MORAES RIBEIRO,FÁBIO DE MORAES RIBEIRO,1109
JOÃO DE MELO CARRILHO,JOÃO DE MELO CARRILHO,5669
JULIO CÉSAR BARBOSA ALVES,JULIO CÉSAR BARBOSA ALVES,897
MIZAEL DA CUNHA OLIVERA,MIZAEL DA CUNHA OLIVERA,1874
PAULO CESAR BALTAZAR DA NOBREGA,PAULO CESAR BALTAZAR DA NOBREGA,31185
REGINALDA MARIA DE SOUZA,REGINALDA MARIA DE SOUZA,14
VERA MARIA DE ALMEIDA BERTOLINI,VERA MARIA DE ALMEIDA BERTOLINI,170
EDIR NASCIMENTO MARINS,EDIR NASCIMENTO MARINS,71
FRANCISCA MENDONÇA MONTEIRO,FRANCISCA MENDONÇA MONTEIRO,12
ALCIONE LOPES DO NASCIMENTO,ALCIONE LOPES DO NASCIMENTO,219
GEORGES ABRANCHES DE MOURA,GEORGES ABRANCHES DE MOURA,742
EDMILSON DA SILVA PAULINO,EDMILSON DA SILVA PAULINO,0
ROSANGELA DE SOUZA GOMES,ROSANGELA DE SOUZA GOMES,101686
AMÉRICA TEREZA NASCIMENTO DA SILVA,AMÉRICA TEREZA NASCIMENTO DA SILVA,22536
MARCOS FERNANDO DA FONSECA,MARCOS FERNANDO DA FONSECA,12012
LEONARDO CARNEIRO MONTEIRO PICCIANI,LEONARDO CARNEIRO MONTEIRO PICCIANI,180741
EDUARDO COSENTINO DA CUNHA,EDUARDO COSENTINO DA CUNHA,232708
MARCOS DA ROCHA MENDES,MARCOS DA ROCHA MENDES,45580
MARIA JOSÉ ALVES MACHADO,MARIA JOSÉ ALVES MACHADO,94
JOSÉ AUGUSTO NALIN,JOSÉ AUGUSTO NALIN,31281
FERNANDO ANTONIO CECILIANO JORDÃO,FERNANDO ANTONIO CECILIANO JORDÃO,47188
ADRIAN MUSSI RAMOS,ADRIAN MUSSI RAMOS,19828
PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO CARVALHO TEIXEIRA,162403
FERNANDO LOPES DE ALMEIDA,FERNANDO LOPES DE ALMEIDA,20244
WILSON SILVA BESERRA,WILSON SILVA BESERRA,30108
ALINE ALVES SIQUEIRA,ALINE ALVES SIQUEIRA,1732
ADRIANA XAVIER DA MATTA,ADRIANA XAVIER DA MATTA,611
CELSO ALENCAR RAMOS JACOB,CELSO ALENCAR RAMOS JACOB,36614
SORAYA ALENCAR DOS SANTOS,SORAYA ALENCAR DOS SANTOS,48204
NELSON LUIZ DE CARVALHO TABORDA,NELSON LUIZ DE CARVALHO TABORDA,0
CELSO PANSERA,CELSO PANSERA,58534
WASHINGTON REIS DE OLIVEIRA,WASHINGTON REIS DE OLIVEIRA,103189
MARCO ANTONIO REIS COELHO,MARCO ANTONIO REIS COELHO,194
DEBORA SIQUEIRA NUNES GUIMARÃES,DEBORA SIQUEIRA NUNES GUIMARÃES,26
DINEIA RIBEIRO LOPES,DINEIA RIBEIRO LOPES,97
ELISANGELA SILVA DE FREITAS,ELISANGELA SILVA DE FREITAS,612
EVANDRO LOURENÇO DE LIMA,EVANDRO LOURENÇO DE LIMA,1164
GERALDO JOSE DE ANDRADE,GERALDO JOSE DE ANDRADE,530
JAIR MESSIAS BOLSONARO,JAIR MESSIAS BOLSONARO,464571
JOSE ALBERTO GOMES PINHEIRO,JOSE ALBERTO GOMES PINHEIRO,4849
JULIO LUIZ BAPTISTA LOPES,JULIO LUIZ BAPTISTA LOPES,96796
LEONARDO MOREIRA TAVARES,LEONARDO MOREIRA TAVARES,1186
LUIZ CARLOS ALVES DE MOURA,LUIZ CARLOS ALVES DE MOURA,572
NATANIEL AZULAY,NATANIEL AZULAY,485
NORBERTO JOSE FERREIRA,NORBERTO JOSE FERREIRA,546
OSMANI FAUSTO SUZANO,OSMANI FAUSTO SUZANO,787
SCARLETT ROSE MATOS,SCARLETT ROSE MATOS,128
SIMAO SESSIM,SIMAO SESSIM,58825
VANUZA MENDES KNUPP DE ALMEIDA,VANUZA MENDES KNUPP DE ALMEIDA,1269
GALTIER DA SILVA FIGUEIRA FILHO,GALTIER DA SILVA FIGUEIRA FILHO,1253
MARCO ANTÔNIO NEVES CABRAL,MARCO ANTÔNIO NEVES CABRAL,119583
CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL FRANCISCO,81816
EDILSON SIMOES DA SILVA,EDILSON SIMOES DA SILVA,5673
MARIA LAURA MONTEZA DE SOUZA CARNEIRO,MARIA LAURA MONTEZA DE SOUZA CARNEIRO,34550
PAULO ROBERTO PINHEIRO PINTO,PAULO ROBERTO PINHEIRO PINTO,3413
REGINA LUCIA DE SOUZA FERREIRA,REGINA LUCIA DE SOUZA FERREIRA,3485
SIMONE CARVALHO TORRES DE OLIVEIRA,SIMONE CARVALHO TORRES DE OLIVEIRA,899
UBIRAJARA DE MELLO BOSOROY,UBIRAJARA DE MELLO BOSOROY,1791
VICTOR BELLO ACCIOLY,VICTOR BELLO ACCIOLY,2043
WALNEY DA ROCHA CARVALHO,WALNEY DA ROCHA CARVALHO,43656
WANDERLEY ALVES DE OLIVEIRA,WANDERLEY ALVES DE OLIVEIRA,48874
ADONIS LOPES DE OLIVEIRA,ADONIS LOPES DE OLIVEIRA,4352
ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE AUGUSTUS SERFIOTIS,48878
ANTONIO PEDRO INDIO DA COSTA,ANTONIO PEDRO INDIO DA COSTA,91522
AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,55379
CARLOS DIAS FILHO,CARLOS DIAS FILHO,17950
CLEBER ANTONIO DA SILVA,CLEBER ANTONIO DA SILVA,4349
CRISTIANO PEREIRA MALDONADO,CRISTIANO PEREIRA MALDONADO,333
EDSON RIBEIRO MAGALHÃES SILVA,EDSON RIBEIRO MAGALHÃES SILVA,764
ELAINE RABELLO SOARES,ELAINE RABELLO SOARES,104
FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE LEONE BORNIER DE OLIVEIRA,105517
FRANCISCO DE SOUZA BARBOSA JUNIOR,FRANCISCO DE SOUZA BARBOSA JUNIOR,23806
JOAQUIM DO AMARAL FILHO,JOAQUIM DO AMARAL FILHO,5657
NELSON NAHIM MATHEUS DE OLIVEIRA,NELSON NAHIM MATHEUS DE OLIVEIRA,25872
SERGIO ZVEITER,SERGIO ZVEITER,57586
SONIA MARIA ROSA DA SILVA,SONIA MARIA ROSA DA SILVA,381
SÓSTENES SILVA CAVALCANTE,SÓSTENES SILVA CAVALCANTE,104696
VIRGÍLIO EDERSON LAGRIMANTE,VIRGÍLIO EDERSON LAGRIMANTE,2320
ADRIANO SANTANA DE CARVALHO,ADRIANO SANTANA DE CARVALHO,1872
ALESSANDRO GEORGE SOUZA DA HORA,ALESSANDRO GEORGE SOUZA DA HORA,584
ALEXANDRE ALBERTO DA COSTA TEIXEIRA,ALEXANDRE ALBERTO DA COSTA TEIXEIRA,511
ANTONIO COSTA DE BRITO,ANTONIO COSTA DE BRITO,562
EDSON LOPES DO NASCIMENTO,EDSON LOPES DO NASCIMENTO,1407
FILIPE DE ALMEIDA PEREIRA,FILIPE DE ALMEIDA PEREIRA,20814
JOSEMAR FREIRE DOS SANTOS,JOSEMAR FREIRE DOS SANTOS,7056
RONALD ABRAHÃO ÁZARO,RONALD ABRAHÃO ÁZARO,14357
REGINA ANGELA RISSI,REGINA ANGELA RISSI,559
ABNER PECLAT BARBOZA,ABNER PECLAT BARBOZA,3268
ADALBERTO DE SOUZA RABELO,ADALBERTO DE SOUZA RABELO,7771
AGUINALDO TIMÓTHEO PEREIRA,AGUINALDO TIMÓTHEO PEREIRA,18839
ALESSANDRA CRISTINA LIMA RIBEIRO,ALESSANDRA CRISTINA LIMA RIBEIRO,125
ALNYR ANTONIO BAPTISTA RIBEIRO,ALNYR ANTONIO BAPTISTA RIBEIRO,2147
ALTINEU CORTES FREITAS COUTINHO,ALTINEU CORTES FREITAS COUTINHO,40593
ARMANDO MARINS DE CARVALHO FILHO,ARMANDO MARINS DE CARVALHO FILHO,13558
CARLA FALEIRO ALVES,CARLA FALEIRO ALVES,1480
CARLOS ALBERTO ALMADA,CARLOS ALBERTO ALMADA,7795
CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,335060
CRISTIANE AROUCA DE ANDRADE,CRISTIANE AROUCA DE ANDRADE,1197
DEJORGE PATRICIO DA SILVA,DEJORGE PATRICIO DA SILVA,30532
FABIO ALVES RAMOS,FABIO ALVES RAMOS,15851
FERNANDA DE SOUZA RAMOS JOBIM,FERNANDA DE SOUZA RAMOS JOBIM,0
FERNANDO OTAVIO DE FREITAS PEREGRINO,FERNANDO OTAVIO DE FREITAS PEREGRINO,13159
FRANCISCO DOS SANTOS,FRANCISCO DOS SANTOS,9525
FRANCISCO FLORIANO DE SOUSA SILVA,FRANCISCO FLORIANO DE SOUSA SILVA,47157
GERALDO VICENTE PIRES,GERALDO VICENTE PIRES,11797
GILSON MARQUES FERREIRA SILVEIRA,GILSON MARQUES FERREIRA SILVEIRA,17631
HUGO LEAL MELO DA SILVA,HUGO LEAL MELO DA SILVA,85448
JOAO FERREIRA NETO,JOAO FERREIRA NETO,65623
JORGE DE OLIVEIRA,JORGE DE OLIVEIRA,20328
JORGE SANTANA DE AZEREDO,JORGE SANTANA DE AZEREDO,15944
JOSE SILVA DE SOUZA,JOSE SILVA DE SOUZA,4003
JOSIANE CRISTINA DA SILVA,JOSIANE CRISTINA DA SILVA,959
JOSIMAR DE SOUZA MOTA,JOSIMAR DE SOUZA MOTA,0
JUVENIL REIS DOS SANTOS,JUVENIL REIS DOS SANTOS,6718
LUANA DE OLIVEIRA NUNES DE PAULO,LUANA DE OLIVEIRA NUNES DE PAULO,317
LUCIANO MEDEIROS GOMES,LUCIANO MEDEIROS GOMES,5091
LUIS ROBERTO COUTINHO,LUIS ROBERTO COUTINHO,12540
LUIZ FERNANDO VAZ,LUIZ FERNANDO VAZ,5050
MANOEL FRANCISCO DA SILVA NETO,MANOEL FRANCISCO DA SILVA NETO,6702
MARCELO JANDRE DELAROLI,MARCELO JANDRE DELAROLI,33743
MARCELO NOVAES DE ANDRADE,MARCELO NOVAES DE ANDRADE,2113
MARCOS BEZERRA RIBEIRO SOARES,MARCOS BEZERRA RIBEIRO SOARES,44440
MARCOS LORENZ MELO DE ABREU,MARCOS LORENZ MELO DE ABREU,0
MARIA DA CONCEIÇÃO TRAJANO,MARIA DA CONCEIÇÃO TRAJANO,172
MARILENE TEIXEIRA VIEIRA,MARILENE TEIXEIRA VIEIRA,2621
MIRO TEIXEIRA,MIRO TEIXEIRA,58408
MONICA MENDES BRUM,MONICA MENDES BRUM,576
PAULO CESAR DA GUIA ALMEIDA,PAULO CESAR DA GUIA ALMEIDA,29556
PAULO FERNANDO FEIJÓ TORRES,PAULO FERNANDO FEIJÓ TORRES,48058
RENATO CEZAR MEDEIROS DOS SANTOS,RENATO CEZAR MEDEIROS DOS SANTOS,13873
RITA DE CÁSSIA TEDESKI PIMENTEL SUZUKI,RITA DE CÁSSIA TEDESKI PIMENTEL SUZUKI,1939
RODRIGO BILARD FIGUEIRA DA SILVA,RODRIGO BILARD FIGUEIRA DA SILVA,15929
ROLAN DE MELO NASCIMENTO,ROLAN DE MELO NASCIMENTO,3299
RONALDO DE CARVALHO,RONALDO DE CARVALHO,0
SERGIO ALBERTO CORREA DA ROCHA,SERGIO ALBERTO CORREA DA ROCHA,12140
SHEILA VICTOR PESSOA DE JESUS,SHEILA VICTOR PESSOA DE JESUS,445
SILVIO COSTA DE CARVALHO,SILVIO COSTA DE CARVALHO,9557
SIMONE RESENDE DE MENDONÇA,SIMONE RESENDE DE MENDONÇA,235
SUELI MENEZES VASCONCELOS,SUELI MENEZES VASCONCELOS,0
THIAGO RIBEIRO BARRETO,THIAGO RIBEIRO BARRETO,6395
THIMOTEO CAVALCANTI ALBUQUERQUE DE SA,THIMOTEO CAVALCANTI ALBUQUERQUE DE SA,4533
VILMA DA SILVA NUNES FREIRE,VILMA DA SILVA NUNES FREIRE,1230
WALMIR LEAL PORTO,WALMIR LEAL PORTO,10810
WALTER CRISTIE SILVA AGUIAR,WALTER CRISTIE SILVA AGUIAR,12448
YUL GOMES DA SILVA,YUL GOMES DA SILVA,3370
JORGE EDUARDO ALVES,JORGE EDUARDO ALVES,219
KLAINE RENES MEIRA DO NASCIMENTO,KLAINE RENES MEIRA DO NASCIMENTO,157
LUANA DE FATIMA CHAVES,LUANA DE FATIMA CHAVES,527
STEPHANIA SILVA LOPES,STEPHANIA SILVA LOPES,94
EDSON DE OLIVEIRA PIMENTA,EDSON DE OLIVEIRA PIMENTA,143
ADRIANA FRANÇA DE AGUIAR SILVA,ADRIANA FRANÇA DE AGUIAR SILVA,378
ALEIXO SANDOVAL DO NASCIMENTO,ALEIXO SANDOVAL DO NASCIMENTO,200
ALEXANDRE CARVALHO FRANÇA,ALEXANDRE CARVALHO FRANÇA,1287
ALEXANDRA DA CONCEIÇÃO OLIVEIRA,ALEXANDRA DA CONCEIÇÃO OLIVEIRA,364
ANGELA MARIA TENÓRIO DE ALBUQUERQUE,ANGELA MARIA TENÓRIO DE ALBUQUERQUE,4822
ANTONIO FERREIRA PEDREGAL FILHO,ANTONIO FERREIRA PEDREGAL FILHO,9040
CARLOS HENRIQUE DA SILVA JORGE,CARLOS HENRIQUE DA SILVA JORGE,3141
DEISE LEITE DA SILVA,DEISE LEITE DA SILVA,409
DELCIO FERNANDO GONÇALVES SILVA,DELCIO FERNANDO GONÇALVES SILVA,3776
ELDIO SUZANO DA FONSECA,ELDIO SUZANO DA FONSECA,1567
ELZA CRISTINA ALEXANDRE MARQUES,ELZA CRISTINA ALEXANDRE MARQUES,274
GILMAR DOS REIS MAGALHÃES,GILMAR DOS REIS MAGALHÃES,3204
GILZA HUGUENIN DE ARAUJO,GILZA HUGUENIN DE ARAUJO,690
JADIR FIALHO FIGUEIRA,JADIR FIALHO FIGUEIRA,1645
JAIR BARBOSA TAVARES,JAIR BARBOSA TAVARES,5149
JOAQUIM LAUDIER MONTEIRO,JOAQUIM LAUDIER MONTEIRO,1460
JONAS PEREIRA DA SILVA,JONAS PEREIRA DA SILVA,120
JOSE NADER JUNIOR,JOSE NADER JUNIOR,8555
JOSE PEREIRA HERMIDA,JOSE PEREIRA HERMIDA,312
LUIZ GONZAGA LULA DE OLIVEIRA LIMA,LUIZ GONZAGA LULA DE OLIVEIRA LIMA,2260
MARCELLE LUÍSA HENRIQUE BAPTISTA,MARCELLE LUÍSA HENRIQUE BAPTISTA,30
MARCELO SERGISMUNDO RODRIGUEZ,MARCELO SERGISMUNDO RODRIGUEZ,818
RICARDO FONSECA CAMINHA,RICARDO FONSECA CAMINHA,377
STEFANE KATARINE BELATO GASS,STEFANE KATARINE BELATO GASS,377
TOBIAS LUIZ SILVEIRA ISAAC,TOBIAS LUIZ SILVEIRA ISAAC,951
VANIA ALVES ROCHA DE OLIVEIRA,VANIA ALVES ROCHA DE OLIVEIRA,265
VANILDA RANGEL CARVALHO,VANILDA RANGEL CARVALHO,243
ALVIMAR DE OLIVEIRA TOMAZ,ALVIMAR DE OLIVEIRA TOMAZ,251
ANABAL BARBOSA DE SOUZA,ANABAL BARBOSA DE SOUZA,16404
BRUNO LOPES DE ALMEIDA,BRUNO LOPES DE ALMEIDA,0
CHRISTIANO COSTA VILELA ALVERNAZ,CHRISTIANO COSTA VILELA ALVERNAZ,2959
CLEBER RIBEIRO AFONSO,CLEBER RIBEIRO AFONSO,5838
CLEODEA SILVA OLYMPIO,CLEODEA SILVA OLYMPIO,158
JORGE MAROTTE CORREA,JORGE MAROTTE CORREA,13336
JOÃO CARLOS SOARES GURGEL,JOÃO CARLOS SOARES GURGEL,8833
KHLEBER EUGENIO TEIXEIRA DE ARAUJO,KHLEBER EUGENIO TEIXEIRA DE ARAUJO,206
LAURO CESAR BOTTO MAIA,LAURO CESAR BOTTO MAIA,8681
LOHAINE SIMAS PINHEIRO BORBOREMA,LOHAINE SIMAS PINHEIRO BORBOREMA,0
MARCELINO GERMANO,MARCELINO GERMANO,1021
MARCO AURELIO NASCIMENTO ROLDAN,MARCO AURELIO NASCIMENTO ROLDAN,0
PAULO CESAR TEIXEIRA DA SILVA,PAULO CESAR TEIXEIRA DA SILVA,6463
PAULO ROBERTO DUQUE ESTRADA REZENER,PAULO ROBERTO DUQUE ESTRADA REZENER,1621
PEDRO MIGUEL VILLELA DA COSTA BRAGA SANTIAGO,PEDRO MIGUEL VILLELA DA COSTA BRAGA SANTIAGO,450
RAFAELA DA SILVA BERTULEZA COSTA,RAFAELA DA SILVA BERTULEZA COSTA,109
ELDERSON FERREIRA DA SILVA,ELDERSON FERREIRA DA SILVA,3657
LUIZ CARLOS RAMOS,LUIZ CARLOS RAMOS,33221
ADEIR THEOFILO APOLINÁRIO,ADEIR THEOFILO APOLINÁRIO,3414
ALEXANDRE LUZIO DA SILVA,ALEXANDRE LUZIO DA SILVA,0
ALMIR NAPOLEAO,ALMIR NAPOLEAO,3132
ANDERSON SILVA DE SOUSA,ANDERSON SILVA DE SOUSA,1260
CELIO DE JESUS DOS SANTOS,CELIO DE JESUS DOS SANTOS,2134
CELSO ALVES DA COSTA,CELSO ALVES DA COSTA,6509
EDIVALDO BANDEIRA DE LIMA,EDIVALDO BANDEIRA DE LIMA,1492
EDSON DA SILVA MOTA,EDSON DA SILVA MOTA,0
EDUARDO BATISTA NEIVA,EDUARDO BATISTA NEIVA,2954
EDUARDO DA SILVA CORTES,EDUARDO DA SILVA CORTES,599
ENALDO MOREIRA PINTO,ENALDO MOREIRA PINTO,1434
JADEILSON RAFAEL DO NASCIMENTO,JADEILSON RAFAEL DO NASCIMENTO,0
JORGE VIEIRA DE ANDRADE,JORGE VIEIRA DE ANDRADE,1538
JOSE MAURO PARREIRAS FRANÇA,JOSE MAURO PARREIRAS FRANÇA,253
JOSE ZAIB ANTONIO,JOSE ZAIB ANTONIO,401
JULIO CESAR MOREIRA DAFLON,JULIO CESAR MOREIRA DAFLON,3767
LOURIVAL GOMES DE ALMEIDA,LOURIVAL GOMES DE ALMEIDA,16807
LUIZ BHAJANO HONORATO GOMES,LUIZ BHAJANO HONORATO GOMES,1451
MARCELO RIBEIRO,MARCELO RIBEIRO,7983
MARCUS TOSTES DIAS,MARCUS TOSTES DIAS,2597
MARIA LOURENÇO BRITO DE SOUZA,MARIA LOURENÇO BRITO DE SOUZA,816
MICHAEL ALVES DOS SANTOS,MICHAEL ALVES DOS SANTOS,344
MURILO AMORIM GUERRA,MURILO AMORIM GUERRA,652
ROZÂNIA MARIA DA SILVA,ROZÂNIA MARIA DA SILVA,778
SILECIO CARPI JUNIOR,SILECIO CARPI JUNIOR,3328
ADEMILTON MOREIRA ATANAZIO,ADEMILTON MOREIRA ATANAZIO,1334
ALEVIRTE TAVARES DE OLIVEIRA,ALEVIRTE TAVARES DE OLIVEIRA,839
ALEXANDRE DAMIÃO GARRIDO GLANTTINE,ALEXANDRE DAMIÃO GARRIDO GLANTTINE,1592
ALFREDO GONÇALVES RODRIGUES DE MIRANDA,ALFREDO GONÇALVES RODRIGUES DE MIRANDA,403
VALTER CAMARGO,VALTER CAMARGO,234
VANDERSON DORBAÇÃO COELHO,VANDERSON DORBAÇÃO COELHO,1036
ALINE DA GAMA CERQUEDA TORRES,ALINE DA GAMA CERQUEDA TORRES,541
CRISTIANO APOLINÁRIO LOPES,CRISTIANO APOLINÁRIO LOPES,266
MARTA FERNANDES GONÇALVES,MARTA FERNANDES GONÇALVES,350
ROBERTO TEIXEIRA,ROBERTO TEIXEIRA,10994
CATARINA AMORIM MOREIRA E SILVA,CATARINA AMORIM MOREIRA E SILVA,510
GABRIELA PACHECO CORRÊA BOMFIM,GABRIELA PACHECO CORRÊA BOMFIM,266
ALESSANDRA FAES MARTINS ABREU,ALESSANDRA FAES MARTINS ABREU,3030
ALTAMIR VILELA FERREIRA,ALTAMIR VILELA FERREIRA,1748
ANTONIO CARLOS RITA PEREIRA,ANTONIO CARLOS RITA PEREIRA,3149
