nome,nome,votos
BARBARA DANIELA JACQUES RODRIGUES,BARBARA DANIELA JACQUES RODRIGUES,62
CARLOS ALBERTO LOPES,CARLOS ALBERTO LOPES,4872
CARLOS MADUREIRA ANTONIO,CARLOS MADUREIRA ANTONIO,10311
CELSO HENRIQUE COSTA GONCALVES,CELSO HENRIQUE COSTA GONCALVES,562
DIVANETE DOMINGOS NEVES,DIVANETE DOMINGOS NEVES,297
ESTER DA COSTA SOUZA,ESTER DA COSTA SOUZA,321
GICIA CARNEIRO BACELAR,GICIA CARNEIRO BACELAR,349
JOCIMAR PEREIRA DO NASCIMENTO,JOCIMAR PEREIRA DO NASCIMENTO,1913
JOSE BONIFACIO BEZERRA JUNIOR,JOSE BONIFACIO BEZERRA JUNIOR,2780
JOSE RENATO FERREIRA DOS SANTOS,JOSE RENATO FERREIRA DOS SANTOS,3422
JOSEMAR LUCAS FERREIRA PADILHA,JOSEMAR LUCAS FERREIRA PADILHA,9321
LINCOLN MAGALHAES DA SILVA,LINCOLN MAGALHAES DA SILVA,1412
LUCIANA VIANA CASTILHO,LUCIANA VIANA CASTILHO,26
MARCIA CRISTINA DA SILVA LOUREIRO,MARCIA CRISTINA DA SILVA LOUREIRO,100
MITSE CARLA PEREIRA LEITE COLARES,MITSE CARLA PEREIRA LEITE COLARES,219
MOACYR WANDERLEY AGOSTINHO,MOACYR WANDERLEY AGOSTINHO,193
PAULO CESAR BARBOZA DOS SANTOS,PAULO CESAR BARBOZA DOS SANTOS,1689
REINALDO MORAIS MENDONÇA JUNIOR,REINALDO MORAIS MENDONÇA JUNIOR,1359
ROBERTO CARLOS CIZA DA COSTA,ROBERTO CARLOS CIZA DA COSTA,550
RUBENS ROCHA DE ANDRADE,RUBENS ROCHA DE ANDRADE,2290
SILVANO LOPES DOS SANTOS,SILVANO LOPES DOS SANTOS,791
SONIA CRISTINA PORTELLA DE SANTO ANTONIO,SONIA CRISTINA PORTELLA DE SANTO ANTONIO,230
WILLIAM SILVANO MACIEL DE OLIVEIRA,WILLIAM SILVANO MACIEL DE OLIVEIRA,1473
ADEMIR MARTINS DA SILVA,ADEMIR MARTINS DA SILVA,17824
ANDRÉ DOS SANTOS FIUZA,ANDRÉ DOS SANTOS FIUZA,749
PAULO CESAR PAES GUIMARÃES,PAULO CESAR PAES GUIMARÃES,470
CARLOS DAVID SION,CARLOS DAVID SION,696
SERGIO ROBERTO MONTEIRO ALVES,SERGIO ROBERTO MONTEIRO ALVES,387
DIEGO BISSOLLOTTI GASQUES,DIEGO BISSOLLOTTI GASQUES,4946
IVO TOMÉ DA SILVA,IVO TOMÉ DA SILVA,201
PÂMELA STOPPA DE MOURA MEDEIROS,PÂMELA STOPPA DE MOURA MEDEIROS,364
MILTON GIL FERREIRA E SILVA,MILTON GIL FERREIRA E SILVA,600
MARCELO CHI WANG SIU,MARCELO CHI WANG SIU,105
JEOVANE DA SILVA LOMEU,JEOVANE DA SILVA LOMEU,0
ISAMAR MELLO GUIMARÃES,ISAMAR MELLO GUIMARÃES,696
FABIANO ANTONIO VIVALDI JACOB,FABIANO ANTONIO VIVALDI JACOB,0
CYRO SILVA DUARTE,CYRO SILVA DUARTE,930
ARILDO MENDES DE OLIVEIRA,ARILDO MENDES DE OLIVEIRA,4346
THIAGO DA MATA SANTANA DA SILVA,THIAGO DA MATA SANTANA DA SILVA,262
MARCELO DE SA BORGES,MARCELO DE SA BORGES,2947
ROGERIO PERPETUO VIEIRA,ROGERIO PERPETUO VIEIRA,1120
LENINE RODRIGUES LEMOS,LENINE RODRIGUES LEMOS,14982
ALMIR SOARES DE GOIS,ALMIR SOARES DE GOIS,373
MARIO JORGE JUNQUEIRA DE MALAFAIA,MARIO JORGE JUNQUEIRA DE MALAFAIA,4157
LUCIO DE ARRUDA CABRAL FILHO,LUCIO DE ARRUDA CABRAL FILHO,3723
ROMULO GENTIL,ROMULO GENTIL,1040
LUIZ FERNANDO DE OLIVEIRA PEDRA,LUIZ FERNANDO DE OLIVEIRA PEDRA,20115
RONEI DE OLIVEIRA ROSA,RONEI DE OLIVEIRA ROSA,1084
VILMA DE FREITAS PEREIRA,VILMA DE FREITAS PEREIRA,3496
NELSON ARISTEU CAMINADA SABRA,NELSON ARISTEU CAMINADA SABRA,16015
MARCELO FAUSTO DOS SANTOS,MARCELO FAUSTO DOS SANTOS,0
WAGNER DIAS BASTOS,WAGNER DIAS BASTOS,22777
FRANKLIN DE ALMEIDA PALMEIRA,FRANKLIN DE ALMEIDA PALMEIRA,629
LUCIA MARIA LOPES,LUCIA MARIA LOPES,347
MARCIA CRISTINA GARCIA PEREIRA,MARCIA CRISTINA GARCIA PEREIRA,2497
ROSEMARI ATIE DE CARVALHO,ROSEMARI ATIE DE CARVALHO,649
MARIA HELENA VIEIRA MARTINS,MARIA HELENA VIEIRA MARTINS,290
CARLA RODRIGUES RUAS,CARLA RODRIGUES RUAS,107
JORGE ROSA DA SILVA,JORGE ROSA DA SILVA,0
JOSÉ RODRIGO FERNANDES SANTIAGO,JOSÉ RODRIGO FERNANDES SANTIAGO,1375
MARCELO VIVIANI GONÇALVES,MARCELO VIVIANI GONÇALVES,47369
ALBERTO ELY BRIZOLA DA SILVA,ALBERTO ELY BRIZOLA DA SILVA,10039
CARLOS DAUDT BRIZOLA,CARLOS DAUDT BRIZOLA,23719
CARLOS JESUS ONTIVEROS GUARDIA,CARLOS JESUS ONTIVEROS GUARDIA,0
EDELZUITA DE LOURDES SANTOS DE OLIVEIRA,EDELZUITA DE LOURDES SANTOS DE OLIVEIRA,0
ELIAS RIBEIRO MARTINS,ELIAS RIBEIRO MARTINS,1063
EVERTON DA CONCEIÇÃO GOMES,EVERTON DA CONCEIÇÃO GOMES,5011
MARIA DE ALBUQUERQUE SANTOS,MARIA DE ALBUQUERQUE SANTOS,771
MARIA PERPETUA DE ALMEIDA,MARIA PERPETUA DE ALMEIDA,417
NEIDE MARIA NERES TINOCO,NEIDE MARIA NERES TINOCO,0
NEISE ANGELICA SANTOS AMORIM DE FREITAS,NEISE ANGELICA SANTOS AMORIM DE FREITAS,704
PAULA GUERRA CARVALHO,PAULA GUERRA CARVALHO,456
SEBASTIÃO LELIS FELINTRO,SEBASTIÃO LELIS FELINTRO,306
EDUARDO DA SILVA FERREIRA,EDUARDO DA SILVA FERREIRA,7608
JOSUE EBENEZER DE SOUZA SOARES,JOSUE EBENEZER DE SOUZA SOARES,3208
MARIA APARECIDA PANISSET,MARIA APARECIDA PANISSET,0
MERALDO HULPAN PEREIRA,MERALDO HULPAN PEREIRA,690
ADALBERTO DE AZEVEDO PINTO,ADALBERTO DE AZEVEDO PINTO,684
ALEXANDRE VALLE CARDOSO,ALEXANDRE VALLE CARDOSO,26526
ANGELO LUIZ BAPTISTA RAMOS,ANGELO LUIZ BAPTISTA RAMOS,5314
DILCIMAR DE SOUZA,DILCIMAR DE SOUZA,386
ELOIR PAULO FERREIRA DE MELO,ELOIR PAULO FERREIRA DE MELO,322
EVALCIR SANTOS DA SILVA,EVALCIR SANTOS DA SILVA,1711
FABRICIO LIRIO RODRIGUES,FABRICIO LIRIO RODRIGUES,4164
FERNANDO JOSE DA SILVA,FERNANDO JOSE DA SILVA,0
JORGE TIAGO DE OLIVEIRA,JORGE TIAGO DE OLIVEIRA,1254
SEBASTIÃO FERREIRA DA SILVA,SEBASTIÃO FERREIRA DA SILVA,229
LEANDRO MOREIRA DOS SANTOS,LEANDRO MOREIRA DOS SANTOS,377
MARCELO ABAS MUSAUER,MARCELO ABAS MUSAUER,68
MARGARETE MENDES DA SILVA,MARGARETE MENDES DA SILVA,290
PEDRO GARCIA CARMONA,PEDRO GARCIA CARMONA,2151
GEOVANE ABREU DE MÉLO,GEOVANE ABREU DE MÉLO,421
JOSÉ DA PAIXÃO REIS DUALIBI,JOSÉ DA PAIXÃO REIS DUALIBI,163
TAMIRIS FRANCO DE CAMPOS,TAMIRIS FRANCO DE CAMPOS,42
ABILIO MACIEL DA SILVA FILHO,ABILIO MACIEL DA SILVA FILHO,11566
ADALMIR D'AGUILA DE SOUZA,ADALMIR D'AGUILA DE SOUZA,3161
ANDRE LUIS DE OLIVEIRA CRISTINO,ANDRE LUIS DE OLIVEIRA CRISTINO,2090
BRUNO PAES FERRARI,BRUNO PAES FERRARI,1015
CELSO PESSOA MENDES,CELSO PESSOA MENDES,1498
CRISTIANO AFRA DE CARVALHO,CRISTIANO AFRA DE CARVALHO,1958
CRISTIANO JOSÉ RODRIGUES DE SOUZA,CRISTIANO JOSÉ RODRIGUES DE SOUZA,14439
DIVA GOMES DA SILVA,DIVA GOMES DA SILVA,2295
EDILANE REIS DA CRUZ SILVA,EDILANE REIS DA CRUZ SILVA,145
ELIAS MORAIS JUNIOR,ELIAS MORAIS JUNIOR,1039
FABIO ALEXANDRE SIMÕES LEITE,FABIO ALEXANDRE SIMÕES LEITE,9256
GERSON DA SILVA PAULO,GERSON DA SILVA PAULO,3379
JOSE CARLOS FERREIRA REIS,JOSE CARLOS FERREIRA REIS,1110
JOSE GOMES DE MEDEIROS NETO,JOSE GOMES DE MEDEIROS NETO,424
JOSE MARIO DE OLIVEIRA BARROS,JOSE MARIO DE OLIVEIRA BARROS,807
LETÍCIA ALVES PEREIRA ENTRAGO,LETÍCIA ALVES PEREIRA ENTRAGO,12471
LUIS ROBERTO DE SOUZA PEREIRA,LUIS ROBERTO DE SOUZA PEREIRA,1428
LUIZ CARLOS MARTINS FREITAS,LUIZ CARLOS MARTINS FREITAS,1824
MARCELO DO NASCIMENTO,MARCELO DO NASCIMENTO,16119
MARCO ANTONIO MORAES GONÇALVES,MARCO ANTONIO MORAES GONÇALVES,2841
PAULO CESAR FERREIRA DE SANT'ANA,PAULO CESAR FERREIRA DE SANT'ANA,514
PAULO ROBERTO TAVARES LOBATO,PAULO ROBERTO TAVARES LOBATO,849
RICARDO BARBOSA DE MIRANDA,RICARDO BARBOSA DE MIRANDA,1438
ROBERTO SOUZA DA SILVA,ROBERTO SOUZA DA SILVA,0
ROGERIO AMORIM DA SILVA,ROGERIO AMORIM DA SILVA,1137
THIAGO GOMES MAESTRELLO,THIAGO GOMES MAESTRELLO,315
TIAGO NUNES DA CUNHA FILHO,TIAGO NUNES DA CUNHA FILHO,3797
VALDIR VIRGENS PEREIRA,VALDIR VIRGENS PEREIRA,8403
JEFERSON BARROS DA SILVA,JEFERSON BARROS DA SILVA,0
VERONICA CHAVES DE CARVALHO COSTA,VERONICA CHAVES DE CARVALHO COSTA,24002
JOSIAS DA SILVA MOREIRA,JOSIAS DA SILVA MOREIRA,282
ROBERTO ANDERSON DE MIRANDA MAGALHÃES,ROBERTO ANDERSON DE MIRANDA MAGALHÃES,0
CARLA MEDEIROS,CARLA MEDEIROS,459
MARCO ANTONIO DE BARCELOS ANDRADE,MARCO ANTONIO DE BARCELOS ANDRADE,1106
PAULO ALVES DOS SANTOS,PAULO ALVES DOS SANTOS,803
MARCELO DOS SANTOS MONTEIRO,MARCELO DOS SANTOS MONTEIRO,2545
EURICO PINHEIRO BERNARDES JUNIOR,EURICO PINHEIRO BERNARDES JUNIOR,19478
JOSE CARLOS FEITOSA FRAGA,JOSE CARLOS FEITOSA FRAGA,1264
MONICA TERESA GREGÓRIO DE ARAGON MONTILLO,MONICA TERESA GREGÓRIO DE ARAGON MONTILLO,698
MARCELO RODRIGUES PEREIRA,MARCELO RODRIGUES PEREIRA,2023
ROBERTO DA SILVA SALES,ROBERTO DA SILVA SALES,124087
FERNANDO LEITE SIQUEIRA,FERNANDO LEITE SIQUEIRA,0
GUTEMBERG CARDOSO DOS SANTOS,GUTEMBERG CARDOSO DOS SANTOS,1272
ROBSON DE ALCÂNTARA COELHO,ROBSON DE ALCÂNTARA COELHO,459
JULIA DUPPRE DE ABREU,JULIA DUPPRE DE ABREU,1771
THAIZE OLIVEIRA SILVA,THAIZE OLIVEIRA SILVA,35
IVANILDO PEREIRA LIMA,IVANILDO PEREIRA LIMA,711
ESTANISLANE RODRIGUES DOS ANJOS,ESTANISLANE RODRIGUES DOS ANJOS,37
HELIO FERNANDO BARBOSA LOPES,HELIO FERNANDO BARBOSA LOPES,0
GILSON BESERRA DA SILVA,GILSON BESERRA DA SILVA,2304
PAULO RAMOS DO NASCIMENTO,PAULO RAMOS DO NASCIMENTO,449
JOSE LINS CERQUEIRA,JOSE LINS CERQUEIRA,1640
SIRLEI MARIA HOFFMANN,SIRLEI MARIA HOFFMANN,112
CARMEM BEATRIZ MONTEIRO DE BARROS SANTOS,CARMEM BEATRIZ MONTEIRO DE BARROS SANTOS,219
JOSÉ GUIMARAES SALVADOR,JOSÉ GUIMARAES SALVADOR,16191
LUIZ ANTONIO DA SILVA VALENTE JUNIOR,LUIZ ANTONIO DA SILVA VALENTE JUNIOR,3060
MAURICIO DA CONCEIÇÃO BOYD,MAURICIO DA CONCEIÇÃO BOYD,434
DANIELLE KRISTINE LINHARES DE ALMEIDA,DANIELLE KRISTINE LINHARES DE ALMEIDA,155
DILVA GOMES DE CARVALHO,DILVA GOMES DE CARVALHO,424
EDNA MARIA SOUZA DA SILVA DOS SANTOS,EDNA MARIA SOUZA DA SILVA DOS SANTOS,645
JAQUELINE GUILHERME DA SILVA,JAQUELINE GUILHERME DA SILVA,244
VALERIA FARIAS BUSSAD PIRES,VALERIA FARIAS BUSSAD PIRES,2429
DORCILIA MARIA ALVES MOREIRA,DORCILIA MARIA ALVES MOREIRA,288
JOÃO CARLOS CORVETA JUNIOR,JOÃO CARLOS CORVETA JUNIOR,462
ALCIR MENEZES,ALCIR MENEZES,623
CARLOS AUGUSTO DE MIRANDA PAES,CARLOS AUGUSTO DE MIRANDA PAES,519
GUILHERME JOSE PEREIRA DO NASCIMENTO,GUILHERME JOSE PEREIRA DO NASCIMENTO,294
RODRIGO DE BOROBIA PIRES GONÇALVES,RODRIGO DE BOROBIA PIRES GONÇALVES,579
DENILSON ALVES PASSOS,DENILSON ALVES PASSOS,467
MARIA DA GLORIA BATISTA DOS SANTOS,MARIA DA GLORIA BATISTA DOS SANTOS,0
ERIVALDO PEREIRA ALVES,ERIVALDO PEREIRA ALVES,368
BELCHIOR MEDEIROS,BELCHIOR MEDEIROS,1275
PAULO MARTINS DE MELO,PAULO MARTINS DE MELO,1217
JUARY LUÍS CHAGAS,JUARY LUÍS CHAGAS,1360
MARIA GESSICA REGIS PINHEIRO,MARIA GESSICA REGIS PINHEIRO,6172
LUCIANA LIMA DA SILVA,LUCIANA LIMA DA SILVA,1293
WALMIR SORIANO PEREIRA,WALMIR SORIANO PEREIRA,648
SANDRO TOMAZ DE OLIVEIRA,SANDRO TOMAZ DE OLIVEIRA,927
MARCOS DE MACÊDO TINÔCO,MARCOS DE MACÊDO TINÔCO,1774
EDNARDO BERNARDINO RODRIGUES LOPES,EDNARDO BERNARDINO RODRIGUES LOPES,2161
JOÃO MARIA DOS SANTOS,JOÃO MARIA DOS SANTOS,537
RÔMULO ESTÂNRLEY SOUZA DE MEDEIROS,RÔMULO ESTÂNRLEY SOUZA DE MEDEIROS,1063
HOZANA LUIZ BARAUNA,HOZANA LUIZ BARAUNA,533
JOSE CARLOS DE SANTANA CAMARA,JOSE CARLOS DE SANTANA CAMARA,1786
PAULO ROBERTO XAVIER DA SILVA,PAULO ROBERTO XAVIER DA SILVA,1137
SERGIO MENEZES PASTEL,SERGIO MENEZES PASTEL,3512
WALTER PEREIRA ALVES,WALTER PEREIRA ALVES,191064
ANTÔNIO JÁCOME DE LIMA JUNIOR,ANTÔNIO JÁCOME DE LIMA JUNIOR,71555
ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,134588
FELIPE CATALÃO MAIA,FELIPE CATALÃO MAIA,113722
MARIA DE FATIMA ROSADO NOGUEIRA,MARIA DE FATIMA ROSADO NOGUEIRA,33130
ROGÉRIO SIMONETTI MARINHO,ROGÉRIO SIMONETTI MARINHO,81534
SANDRA MARIA DA ESCÓSSIA ROSADO,SANDRA MARIA DA ESCÓSSIA ROSADO,51611
CARLOS ALBERTO MATIAS DE LIMA,CARLOS ALBERTO MATIAS DE LIMA,2008
PAULO WAGNER LEITE DANTAS,PAULO WAGNER LEITE DANTAS,5984
ABIDENE SALUSTIANO DA SILVA,ABIDENE SALUSTIANO DA SILVA,4564
JOANILSON DE PAULA RÊGO,JOANILSON DE PAULA RÊGO,7614
MARCOS ANTONIO RIBEIRO BARACHO,MARCOS ANTONIO RIBEIRO BARACHO,645
SAVIO XIMENES HACKRADT,SAVIO XIMENES HACKRADT,43363
VERA LUCIA DA SILVA,VERA LUCIA DA SILVA,2322
ABRAÃO LINCOLN FERREIRA DA CRUZ,ABRAÃO LINCOLN FERREIRA DA CRUZ,63371
ANTONIO FERREIRA DE LIMA JÚNIOR,ANTONIO FERREIRA DE LIMA JÚNIOR,526
DEBORAH VITORIA XAVIER RAMOS,DEBORAH VITORIA XAVIER RAMOS,1511
RAFAEL HUETE DA MOTTA,RAFAEL HUETE DA MOTTA,176239
ELIU LUIZ DE OLIVEIRA,ELIU LUIZ DE OLIVEIRA,2986
RIVALDO FELIX DE LIMA,RIVALDO FELIX DE LIMA,0
CICERO VALE DA SILVA,CICERO VALE DA SILVA,20312
SEVERINA RAMOS DA CUNHA,SEVERINA RAMOS DA CUNHA,236
VANTUIL JOSÉ CARVALHO DE OLIVEIRA,VANTUIL JOSÉ CARVALHO DE OLIVEIRA,1747
JOSE WELLINGTON BARRETO,JOSE WELLINGTON BARRETO,2361
RILYONALDO JAERDSON FERREIRA MARQUES,RILYONALDO JAERDSON FERREIRA MARQUES,294
HUMBERTO MAURICIO DA SILVA,HUMBERTO MAURICIO DA SILVA,846
REVIL ALVES DOS SANTOS,REVIL ALVES DOS SANTOS,173
JOSE DE BRITO SOBRINHO,JOSE DE BRITO SOBRINHO,493
FÁBIO SALUSTINO MESQUITA DE FARIA,FÁBIO SALUSTINO MESQUITA DE FARIA,166427
HERONIDES MANGABEIRA DE ARAUJO JUNIOR,HERONIDES MANGABEIRA DE ARAUJO JUNIOR,4533
GIOVANI RODRIGUES JUNIOR,GIOVANI RODRIGUES JUNIOR,10715
EDNA REGIA SALES PINHEIRO,EDNA REGIA SALES PINHEIRO,155
FRANCISCA MARILIA SOARES DA SILVA,FRANCISCA MARILIA SOARES DA SILVA,109
HELENEIDE PINHEIRO DE AMORIM,HELENEIDE PINHEIRO DE AMORIM,2796
RICARDO MENDONCA FERNANDES,RICARDO MENDONCA FERNANDES,5397
RAIMUNDO ANTUNES DE MIRANDA,RAIMUNDO ANTUNES DE MIRANDA,4909
RICARDO WAGNER MARTINS CRUZ,RICARDO WAGNER MARTINS CRUZ,3517
ALDO TORQUATO DA SILVA,ALDO TORQUATO DA SILVA,4170
CARLOS ALBERTO FREIRE MEDEIROS,CARLOS ALBERTO FREIRE MEDEIROS,11857
ERALDO DANIEL DE PAIVA,ERALDO DANIEL DE PAIVA,17450
HUGO MANSO JUNIOR,HUGO MANSO JUNIOR,25767
JOSE ADRIANO DE SOUZA GADELHA,JOSE ADRIANO DE SOUZA GADELHA,34727
VALMIR ALVES DA SILVA,VALMIR ALVES DA SILVA,11815
ALEXANDRE CAVALCANTI BARRETTO FERREIRA,ALEXANDRE CAVALCANTI BARRETTO FERREIRA,3119
SABRINA BERNARDINO SANTANA,SABRINA BERNARDINO SANTANA,889
VITAL NOGUEIRA DE SOUZA,VITAL NOGUEIRA DE SOUZA,2728
WANGLE ALVES DOS SANTOS,WANGLE ALVES DOS SANTOS,671
LUIZ GONZAGA DE PONTES LUCENA,LUIZ GONZAGA DE PONTES LUCENA,21787
CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,64444
GERSON LUIS ROLIM,GERSON LUIS ROLIM,166
ALEXSANDER FRAGA DA SILVA,ALEXSANDER FRAGA DA SILVA,3302
ANTONIO ARLAN BRUM NUNES,ANTONIO ARLAN BRUM NUNES,2615
BERNADETE DE LOURDES RODRIGUES DE MENEZES,BERNADETE DE LOURDES RODRIGUES DE MENEZES,2691
BERNARDO ALVES CORREA,BERNARDO ALVES CORREA,11763
CELSO DALBERTO,CELSO DALBERTO,1270
CLAUDIOMIRO LOPES PEREIRA,CLAUDIOMIRO LOPES PEREIRA,276
DELCI BENITES,DELCI BENITES,283
ELIANE CARMANIM LIMA,ELIANE CARMANIM LIMA,1543
FABIAN TUBINO ROCHA,FABIAN TUBINO ROCHA,308
JOAO AIMORE IDEARTE,JOAO AIMORE IDEARTE,333
JOAO EZEQUIEL MENDONCA DA SILVA,JOAO EZEQUIEL MENDONCA DA SILVA,774
JORGE LUIS DOS SANTOS CASTRO,JORGE LUIS DOS SANTOS CASTRO,728
LUAN DIEGO BADIA,LUAN DIEGO BADIA,3609
LUCAS BONI MAROSTICA,LUCAS BONI MAROSTICA,5805
LUIZ ERNESTO MATTE,LUIZ ERNESTO MATTE,355
MARIA IZOLETE DA CUNHA KINAST,MARIA IZOLETE DA CUNHA KINAST,151
MARIO FERNANDO ANTONIO DA SILVA,MARIO FERNANDO ANTONIO DA SILVA,485
MARNE ANTUNES DA PORCIUNCULA,MARNE ANTUNES DA PORCIUNCULA,93
OZEIAS ALVES PEREIRA,OZEIAS ALVES PEREIRA,992
PAULA FERREIRA ALVES,PAULA FERREIRA ALVES,1563
PAULO GIDEAO DE SOUZA,PAULO GIDEAO DE SOUZA,283
SONIA RECHDEN CIARLO,SONIA RECHDEN CIARLO,505
TIAGO ALBERTO DE OLIVEIRA LOEBLEIN,TIAGO ALBERTO DE OLIVEIRA LOEBLEIN,186
WILLIAN NUNES CORREA BARBOSA,WILLIAN NUNES CORREA BARBOSA,695
JULIANO MARCHANT DORNELLES,JULIANO MARCHANT DORNELLES,1055
TIAGO VASCONCELOS AIRES,TIAGO VASCONCELOS AIRES,1290
ALDA CATARINA OLIVIER,ALDA CATARINA OLIVIER,467
BRADIMIR DA SILVA,BRADIMIR DA SILVA,1243
MATHEUS PEREIRA GOMES,MATHEUS PEREIRA GOMES,11096
SADAO MAKINO,SADAO MAKINO,460
ESTER RAMOS,ESTER RAMOS,2404
ANA LUISA HAUPT LAUX,ANA LUISA HAUPT LAUX,1304
CRISTIANE MACHADO MARQUES,CRISTIANE MACHADO MARQUES,724
GREICY NARA DE MATTOS FERNANDES,GREICY NARA DE MATTOS FERNANDES,602
HERMES SPOLAOR,HERMES SPOLAOR,1998
IRAJÁ ANDARA RODRIGUES,IRAJÁ ANDARA RODRIGUES,12510
JONES ALEXANDRE MARTINS,JONES ALEXANDRE MARTINS,17749
JOSE NEWTON DUARTE GOMES,JOSE NEWTON DUARTE GOMES,587
JOSÉ ALBERTO FOGAÇA DE MEDEIROS,JOSÉ ALBERTO FOGAÇA DE MEDEIROS,103005
JOÃO EDUARDO QUEVEDO REYMUNDE,JOÃO EDUARDO QUEVEDO REYMUNDE,0
JULIANA RADAELLI SCARAVONATTO,JULIANA RADAELLI SCARAVONATTO,2437
JULIO CESAR PEREIRA DA SILVA,JULIO CESAR PEREIRA DA SILVA,16421
LINO ABEL NUNES,LINO ABEL NUNES,806
LUIZ EDUARDO RIBEIRO LOPES,LUIZ EDUARDO RIBEIRO LOPES,1682
MARA LUCIA PIERDONÁ,MARA LUCIA PIERDONÁ,648
MARIA DE LOURDES DOS SANTOS SPRENGER,MARIA DE LOURDES DOS SANTOS SPRENGER,17234
MARIVANA DIEMER ARGENTO,MARIVANA DIEMER ARGENTO,510
MARLENE KOEPSEL BACKES,MARLENE KOEPSEL BACKES,1317
MAURO PEREIRA,MAURO PEREIRA,40502
MOISÉS SCUSSEL NETO,MOISÉS SCUSSEL NETO,15865
MÁRCIO DELLA VALLE BIOLCHI,MÁRCIO DELLA VALLE BIOLCHI,119190
NIVIA TEIXEIRA DE SOUZA,NIVIA TEIXEIRA DE SOUZA,8274
SERGIO LEANDRO FERRARI,SERGIO LEANDRO FERRARI,1360
SERGIO VIEIRA DA MOTTA,SERGIO VIEIRA DA MOTTA,8341
VILSON HAUSSEN JACQUES FILHO,VILSON HAUSSEN JACQUES FILHO,16285
ALCEU MOREIRA DA SILVA,ALCEU MOREIRA DA SILVA,152421
DANIEL LIMA KIELING,DANIEL LIMA KIELING,6633
DARCISIO PAULO PERONDI,DARCISIO PAULO PERONDI,109864
GIOVANI BATISTA FELTES,GIOVANI BATISTA FELTES,151405
OSMAR GASPARINI TERRA,OSMAR GASPARINI TERRA,120754
AFONSO ANTUNES DA MOTTA,AFONSO ANTUNES DA MOTTA,90917
AILTON JOSE DOS SANTOS GOULARTE,AILTON JOSE DOS SANTOS GOULARTE,1771
ANTONIO CARLOS LUCAS,ANTONIO CARLOS LUCAS,17815
BELANIR FATIMA ZANIN,BELANIR FATIMA ZANIN,186
CARLOS OTAVIO SCHNEIDER,CARLOS OTAVIO SCHNEIDER,1045
EDER NEVES LEAL,EDER NEVES LEAL,1073
GIOVANI CHERINI,GIOVANI CHERINI,115294
JAQUELINE MARQUES DE SOUZA,JAQUELINE MARQUES DE SOUZA,3928
JOSE AIRTON LOSS,JOSE AIRTON LOSS,1068
JOÃO ALBERTO PEREYRA,JOÃO ALBERTO PEREYRA,1744
JOÃO FERNANDO BONCZYNSKI,JOÃO FERNANDO BONCZYNSKI,248
JOÃO MARIA ALVES DREHER,JOÃO MARIA ALVES DREHER,844
JULIAN NARCISO,JULIAN NARCISO,2301
JULIANO MACIEL,JULIANO MACIEL,2899
JUSSARA MARIA OLIVEIRA DE LIMA,JUSSARA MARIA OLIVEIRA DE LIMA,781
LAIS MONTEIRO CANABARRO,LAIS MONTEIRO CANABARRO,747
LUIS AMARO PRESTES DE OLIVEIRA,LUIS AMARO PRESTES DE OLIVEIRA,20909
MIGUELINA PAIVA VECCHIO,MIGUELINA PAIVA VECCHIO,7504
MÁRCIO SOUZA DA SILVA,MÁRCIO SOUZA DA SILVA,10038
ONYX DORNELLES LORENZONI,ONYX DORNELLES LORENZONI,148302
THAIS DAMIN DE MORAES,THAIS DAMIN DE MORAES,448
VÂNIA REGINA COELHO DA SILVA,VÂNIA REGINA COELHO DA SILVA,560
WASHINGTON STECANELA CERQUEIRA,WASHINGTON STECANELA CERQUEIRA,33492
TIAGO CADO FERNANDES,TIAGO CADO FERNANDES,17702
FLAVIO PERCIO ZACHER,FLAVIO PERCIO ZACHER,31482
GELCI DE LURDES SCHUSTER,GELCI DE LURDES SCHUSTER,1215
JOSE RICARDO DOS SANTOS DE SOUZA,JOSE RICARDO DOS SANTOS DE SOUZA,12757
MARIA ANGELICA QUEIROZ RODRIGUES,MARIA ANGELICA QUEIROZ RODRIGUES,631
RICARDO DE ALMEIDA GOULART,RICARDO DE ALMEIDA GOULART,2361
ADEMIR FACHINI,ADEMIR FACHINI,5573
LUIZ MIGUEL SCHEIS,LUIZ MIGUEL SCHEIS,6050
DARCI POMPEO DE MATTOS,DARCI POMPEO DE MATTOS,91848
GUSTAVO ESCOBAR CURIA,GUSTAVO ESCOBAR CURIA,1996
JOSÉ RICARDO JAUQUIN DE ABREU,JOSÉ RICARDO JAUQUIN DE ABREU,205
CRISTIAN ROGERS DOS SANTOS DEQUI,CRISTIAN ROGERS DOS SANTOS DEQUI,387
CLAUDIA RIBEIRO KOHLER,CLAUDIA RIBEIRO KOHLER,2187
DIONILSO MATEUS MARCON,DIONILSO MATEUS MARCON,116178
ELVINO JOSE BOHN GASS,ELVINO JOSE BOHN GASS,100841
FABIANO PEREIRA,FABIANO PEREIRA,74511
FERNANDO STEPHAN MARRONI,FERNANDO STEPHAN MARRONI,94274
HENRIQUE FONTANA JUNIOR,HENRIQUE FONTANA JUNIOR,128980
IVAR PAVAN,IVAR PAVAN,55548
